year,exam,question_number,statement,option_a,option_b,option_c,option_d,correct_option,answer_key_status,question_source_url,answer_key_source_url,question_extraction_status
2018,AEMET A1 Acceso Libre — Primer ejercicio,24,Señale la afirmación correcta:,"La energía interna, el calor y el trabajo son funciones de estado.",La energía interna y el calor son funciones de estado pero el trabajo no lo es.,El calor y el trabajo no son funciones de estado pero la energía interna sí lo es.,"Una función de estado es aquella cuya variación depende del proceso entre el estado inicial y el final. 8 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,25,En procesos isoentrópicos e isobáricos se cumple que:,La energía libre de Gibbs es mínima en el equilibro.,La energía interna es mínima en el equilibrio.,La entalpía es mínima en el equilibrio.,La energía de Helmholtz es mínima en el equilibrio.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,26,Señale la opción correcta. El máximo rendimiento de una máquina térmica que extrae calor de un foco caliente a ͳʹ͹Ԩy lo cede a un foco frío a ͺ͵Ԩ es del:,ͳͳΨ,ʹͳΨ,͵ͷΨ,Ͷ͵Ψ,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,27,Una partícula de masa ݉ y carga ‫ ݍ‬que se mueve con velocidad ‫ ݒ‬en un plano perpendicular a un campo magnético describe una órbita circular. El periodo y la frecuencia de dicho movimiento circular son:,Dependientes del radio de la órbita y de ‫ݒ‬,Independientes del radio de la órbita y de ‫ݒ‬,Dependientes del radio de la órbita pero no de ‫ݒ‬,Dependientes de ‫ ݒ‬pero no del radio de la órbita.,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,28,¿Cómo se relacionan los módulos de ‫ ܧ‬y ‫ ܤ‬en una onda electromagnética plana?,‫ ܧ‬ൌ ܿ‫ܤ‬,‫ ܧ‬ൌ ܿ ଶ ‫ܤ‬,‫ ܧ‬ൌ ඥߝ଴ ߤ଴ ‫ܤ‬,"‫ ܤ‬ൌ ܿ‫ܧ‬ 9 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,29,Señale la afirmación correcta:,Las unidades de la constante de desplazamiento de Wien son ݉‫ି ܭ‬ଵ,Las unidades de la constante de Stefan-Boltzmann son ܹ݉ିଶ ‫ି ܭ‬ସ,Las unidades de la constante de desplazamiento de Wien son ‫ି݉ܭ‬ଵ,Las unidades de la constante de Stefan-Boltzmann son ܹ݉ଶ ‫ି ܭ‬ସ,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,30,¿Qué proceso causa la inversión de temperatura que caracteriza la estratosfera?,La absorción de radiación solar ultravioleta por las moléculas de ozono.,El calentamiento producido por el viento solar al incidir sobre la atmósfera.,La absorción de la radiación de onda larga terrestre por las moléculas de CO2.,El enfriamiento adiabático de los ascensos de carácter convectivo.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,31,¿Cuál de estos mecanismos no condiciona la reducción estacional de la capa de ozono estratosférica sobre la Antártida?,La formación de nubes estratosféricas polares en invierno que se deshacen en primavera liberando compuestos que contienen cloro.,La reacción del ozono con cloro para producir óxido de cloro y oxigeno molecular.,La fotólisis de compuestos clorofluorocarbonados para producir cloro.,"El transporte de compuestos clorados desde la estratosfera circundante hacia el vórtice antártico durante el invierno. 10 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,32,Señale la afirmación incorrecta respecto a las inversiones de subsidencia:,La humedad relativa disminuye rápidamente con la altura.,Se originan por movimientos adiabáticos descendentes en los anticiclones que dan lugar a calentamiento por compresión.,Están asociadas a inestabilidad en superficie y favorecen los movimientos verticales en su seno.,Favorecen la concentración de contaminantes junto a la superficie.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,33,"Durante una expansión adiabática no saturada, ¿qué variables higrométricas se mantienen constantes?","Humedad específica, temperatura del termómetro húmedo, temperatura potencial.","Humedad específica, temperatura equivalente, temperatura potencial.","Razón de mezcla, temperatura potencial, temperatura potencial equivalente.","Razón de mezcla, temperatura equivalente, temperatura potencial, temperatura potencial equivalente.",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,34,Señale la afirmación correcta respecto a las nieblas de advección:,Suelen darse en invierno sobre los mares.,Se forman únicamente de noche.,Para su formación es necesario un viento de cierta persistencia y velocidad.,Siempre se disipan al amanecer.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,35,¿Cuál de los siguientes parámetros se mantiene constante en una expansión adiabática saturada?,Temperatura potencial.,Razón de mezcla.,Presión de vapor.,"Temperatura potencial adiabática equivalente. 11 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,36,Señale la afirmación correcta. En un diagrama aerológico:,Una escala lineal de entropía corresponde a una escala lineal de temperatura potencial.,Una escala logarítmica de entropía corresponde a una escala lineal de temperatura potencial.,Una escala lineal de entropía corresponde a una escala logarítmica de temperatura potencial.,Una escala logarítmica de entropía corresponde a una escala logarítmica de temperatura potencial.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,37,Señale la afirmación incorrecta:,En el Sistema Internacional la unidad de la intensidad radiante es el ܹ‫ି ݎݏ‬ଵ,En el Sistema Internacional la unidad de la radiancia es el ܹ‫ି ݎݏ‬ଵ ݉ିଶ,En el Sistema Internacional la unidad del flujo radiante es el ܹ݉ିଶ,En el Sistema Internacional la unidad de la emitancia radiante es el ܹ݉ିଶ,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,38,"Una superficie plana horizontal recibe irradiancia solar directa de ͺͲͲܹ݉ିଶ con un ángulo de incidencia de ͸Ͳι, además de irradiancia difusa de ʹͲͲܹ݉ିଶ. ¿Qué valor tiene la irradiancia global sobre la superficie?",͹ͲͲܹ݉ିଶ,ͳͲͲͲܹ݉ିଶ,͸ͲͲܹ݉ିଶ,"ͻͲͲܹ݉ିଶ 12 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,39,Señale la opción correcta. Los gases que más contribuyen en orden creciente al efecto invernadero terrestre son:,"CO2, CH4, H2O","H2O, CO2, CH4","CH4, CO2, H2O","CO2, H2O, CH4",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,40,¿Cuál de las siguientes variables no influye en la nucleación heterogénea de gotitas de agua en la formación de nubes?,La presión de vapor.,La temperatura.,La composición de los aerosoles que actúan como núcleos de condensación.,La turbulencia.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,41,Señale la afirmación correcta respecto a los procesos de microfísica de nubes:,En la coalescencia de partículas el efecto de las velocidades relativas de las gotitas domina sobre los efectos turbulentos.,La coalescencia de gotitas de agua es el único proceso por el que se forman las gotas de lluvia.,En la colisión de gotitas de agua la coalescencia y el rebote son los dos únicos procesos que se pueden dar.,"La velocidad terminal de una gotita depende del cuadrado de su diámetro. 13 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,42,¿Cuál de los siguientes no es un mecanismo de nucleación de cristales de hielo en la formación de nubes?,Deposición de vapor de agua sobre un núcleo de hielo.,Congelación de una gotita de agua.,Colisión de una gotita sobreenfriada con un núcleo de condensación de hielo.,Colisión de una gotita de agua con un cristal de hielo.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,43,Señale la afirmación correcta respecto al scattering de la luz en la atmósfera:,La intensidad de la luz dispersada en el scattering de Rayleigh es proporcional a ߣିସ,El scattering de Rayleigh es aplicable indistintamente a moléculas y a aerosoles.,El color azul del cielo puede ser explicado a partir del scattering de Mie.,El scattering de Raman es de tipo elástico.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,44,Señale la afirmación correcta respecto al campo eléctrico de buen tiempo:,El campo eléctrico de buen tiempo en un momento dado en todos los puntos de la Tierra corresponde al creado por una carga positiva de ͶͲͲ݇‫ ܥ‬distribuida en su superficie.,El campo eléctrico de buen tiempo tiene una intensidad aproximada de 1 ܸ݉ିଵ,La variación diaria del campo eléctrico de buen tiempo está relacionada con la actividad tormentosa del planeta.,"El campo eléctrico de buen tiempo es el resultado de la compensación de la carga de la ionosfera. 14 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,45,Señale la opción en la que el albedo de las nubes está ordenado de mayor a menor:,cumulonimbos > cúmulos > cirros finos > nimbostratos,cumulonimbos > cirros finos > cúmulos > nimbostratos,nimbostatos > cúmulos > cirros finos > cumulonimbos,cumulonimbos > nimbostratos > cúmulos > cirros finos,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,46,Las ecuaciones de Marshall-Palmer relacionan:,La reflectividad y el tamaño de los blancos.,La reflectividad y la intensidad de precipitación.,La altitud de los blancos y la refracción del haz radar.,El cambio en la frecuencia y la velocidad del viento en un radar Doppler.,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,47,Señale la afirmación correcta respecto al radar Doppler:,Mide la velocidad del viento gracias a la comparación de los cambios de fase que se producen en dos reflexiones sucesivas del haz.,Su funcionamiento se basa en el cambio de frecuencia que se da en la onda reflejada al estar el blanco alejándose o acercándose al emisor.,Puede medir las componentes radiales y tangenciales del viento.,Las áreas donde el viento es totalmente radial a la circunferencia de observación del radar Doppler aparecen como zonas de viento nulo.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,48,¿De cuál de los siguientes factores no depende la razón de engelamiento?,El tamaño de las gotitas de agua.,La temperatura.,El viento.,"La concentración de gotitas de agua líquida. 15 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,49,Señale la afirmación correcta respecto a un avión que vuela en el hemisferio norte en las proximidades del chorro polar:,Volar con la corriente en chorro de frente reduce el consumo del avión.,"Con viento en cola debajo del chorro, volando en la zona cálida a la derecha de la corriente, existe menos probabilidad de turbulencia.","Se debe viajar a la izquierda del eje del chorro corriente abajo, donde la turbulencia en aire claro es menor.","No reporta ningún beneficio viajar en las proximidades del chorro, con lo que se deberá modificar la ruta.",B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,50,¿Cuál de las siguientes afirmaciones es incorrecta respecto a la meteorología mesoescalar?,La escala espacial oscila entre los 2 - 2000 km y la escala temporal entre el minuto y el día.,Se caracterizan por grandes aceleraciones del viento y movimientos ageostróficos.,El cociente entre la dimensión vertical y horizontal del fenómeno es igual o inferior a 1 dependiendo del fenómeno.,Las líneas de turbonada no son fenómenos de mesoescala.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,51,¿Qué son las ondas de gravedad?,Perturbaciones ondulatorias debidas al desplazamiento de una parcela de aire de su equilibrio hidrostático cuya fuerza restauradora es la fuerza de Coriolis.,Perturbaciones ondulatorias debidas al desplazamiento de una parcela de aire de su equilibrio hidrostático cuya fuerza restauradora es la flotabilidad.,Perturbaciones ondulatorias debidas al desplazamiento de una parcela de aire de su equilibrio hidrostático cuya fuerza restauradora es la fuerza de fricción.,"Perturbaciones ondulatorias debidas al desplazamiento de una parcela de aire de su equilibrio hidrostático cuya fuerza restauradora es la fuerza de la gravedad. 16 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,52,"Cuando en la atmósfera existe equilibrio entre la fuerza ascendente de gradiente de presión y la fuerza descendente de gravedad, se dice que la atmósfera está en equilibrio:",Geostrófico,Baroclínico,Hidrostático,Hypsométrico,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,53,Señale la afirmación correcta respecto al viento geostrófico en el hemisferio norte:,Si gira con la altura en sentido horario se produce advección cálida.,Si gira con la altura en sentido horario se produce advección neutra.,Si gira con la altura en sentido antihorario se produce advección cálida.,Si gira con la altura en sentido horario se produce advección fría.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,54,Señale la afirmación compatible con la profundización de un anticiclón según la ecuación de la tendencia del geopotencial:,Disminución con la altura de advección cálida.,Aumento con la altura de advección cálida.,Disminución con la altura de advección fría.,No hay variación con la altura de la advección de temperatura.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,55,"En un frente frío activo, ¿qué término de la ecuación omega es responsable del movimiento ascendente?",El Vector Q de Hoskins.,La variación con la altura de la advección de temperatura.,La advección diferencial de vorticidad.,"Los procesos adiabáticos verticales. 17 __________________________________________________________________________________________ Tribunal Calificador de las Pruebas Selectivas para el ingreso en el Cuerpo Superior de Meteorólogos del Estado (Resolución de 21 de marzo de 2019; BOE 76, de 29 de marzo) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,56,¿Qué tipo de ondas atmosféricas aparecen en la estratosfera ecuatorial?,Únicamente ondas de Rossby que viajan hacia el este.,Ondas de Kelvin que viajan hacia el oeste y ondas mixtas de Rossby-gravedad que viajan hacia el este.,Ondas de Kelvin que viajan hacia el este y ondas de Rossby que viajan hacia el este.,Ondas de Kelvin que viajan hacia el este y ondas mixtas de Rossby-gravedad que viajan hacia el oeste.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
2018,AEMET A1 Acceso Libre — Primer ejercicio,57,¿Cuál de estos mecanismos no contribuye a la ciclogénesis de los ciclones extratropicales?,La aparición de zonas de convergencia y divergencia asociadas a las ondas de Rossby.,La inestabilidad baroclina en el entorno de la corriente en chorro.,Los máximos de la corriente en chorro que generan zonas de convergencia y divergencia a su entrada y salida.,La liberación de energía por la condensación de vapor en los ascensos que se dan en las zonas de convergencia.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_definitiva_notas_1ejercicio_libre_cs_meteorologos_tcm30-498798.pdf,text_extracted
